*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Tue May  5 03:40:35 2020 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Oct-15 00:00:00.0000 TDB
Stop  time      : A.D. 2149-Oct-15 00:00:00.0000 TDB
Step-size       : 138240 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),        delta-T,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2460019.500000000, A.D. 2023-Mar-16 00:00:00.0000,      69.185550, -9.904320085311913E-01,  8.989111820928283E-02,  3.148637504683352E-06, -1.841289909904019E-03, -1.720080734801844E-02,  1.194616807478017E-06,
2460115.500000000, A.D. 2023-Jun-20 00:00:00.0000,      69.184461, -3.316880234461709E-02, -1.015598846240578E+00,  5.062806697794186E-05,  1.692217429271819E-02, -6.253794085895506E-04, -2.138153334935374E-07,
2460211.500000000, A.D. 2023-Sep-24 00:00:00.0000,      69.182389,  1.003378393997584E+00,  6.575441982033458E-03, -4.402199932667022E-06, -3.995946615612113E-04,  1.713685138573875E-02, -8.636846116785601E-07,
2460307.500000000, A.D. 2023-Dec-29 00:00:00.0000,      69.183799, -1.139438611419463E-01,  9.767555222299954E-01, -5.639751932360791E-05, -1.736225746950557E-02, -2.055049642483039E-03,  2.833776723503163E-07,
2460403.500000000, A.D. 2024-Apr-03 00:00:00.0000,      69.185642, -9.726425278647424E-01, -2.315863428550493E-01,  2.143508174434997E-05,  3.699379008481928E-03, -1.680462207700017E-02,  7.711214156519160E-07,
2460499.500000000, A.D. 2024-Jul-08 00:00:00.0000,      69.183937,  2.802566147570352E-01, -9.773118678755475E-01,  5.091046026826568E-05,  1.626374631461031E-02,  4.681536166566962E-03, -6.909053544451379E-08,
2460595.500000000, A.D. 2024-Oct-12 00:00:00.0000,      69.182372,  9.446844393957123E-01,  3.219346422515550E-01, -2.099646446489579E-05, -5.835047728335187E-03,  1.621573150872615E-02, -1.231356462041126E-06,
2460691.500000000, A.D. 2025-Jan-16 00:00:00.0000,      69.184346, -4.274008650315571E-01,  8.859798720372406E-01, -4.938867452294535E-05, -1.577086318655577E-02, -7.534414777374245E-03,  9.832033632796816E-07,
2460787.500000000, A.D. 2025-Apr-22 00:00:00.0000,      69.185558, -8.545362728746608E-01, -5.291918933996191E-01,  3.812316406063746E-05,  8.774423979998046E-03, -1.469613155165008E-02,  3.190271913548469E-07,
2460883.500000000, A.D. 2025-Jul-27 00:00:00.0000,      69.183422,  5.662346215629042E-01, -8.430469237078047E-01,  4.621782103071365E-05,  1.400693677546622E-02,  9.533892369541854E-03, -4.029455792266333E-08,
2460979.500000000, A.D. 2025-Oct-31 00:00:00.0000,      69.182526,  7.880656064880935E-01,  6.039448867407365E-01, -3.910771706552213E-05, -1.074789559790372E-02,  1.358510382566710E-02, -1.357768380563389E-06,
2461075.500000000, A.D. 2026-Feb-04 00:00:00.0000,      69.184848, -6.946510110234827E-01,  6.993738333622337E-01, -3.791668574626295E-05, -1.248317576839460E-02, -1.218205640213373E-02,  1.460372321901226E-06,
2461171.500000000, A.D. 2026-May-11 00:00:00.0000,      69.185318, -6.496031244395186E-01, -7.731824056094997E-01,  5.017093210511314E-05,  1.289075805862267E-02, -1.113750951292659E-02, -2.756588607092097E-08,
2461267.500000000, A.D. 2026-Aug-15 00:00:00.0000,      69.182966,  7.964269070257189E-01, -6.258235152783044E-01,  3.390682161701234E-05,  1.035261515525478E-02,  1.347021889030974E-02, -2.313408235112382E-07,
2461363.500000000, A.D. 2026-Nov-19 00:00:00.0000,      69.182828,  5.485790110075270E-01,  8.222187564862183E-01, -5.517642211866731E-05, -1.459231684705193E-02,  9.477106690404344E-03, -1.090877451811718E-06,
2461459.500000000, A.D. 2027-Feb-23 00:00:00.0000,      69.185261, -8.872553486509278E-01,  4.374488419250911E-01, -2.069485206457298E-05, -7.887512265048573E-03, -1.548861665459971E-02,  1.558131198693151E-06,
2461555.500000000, A.D. 2027-May-30 00:00:00.0000,      69.184947, -3.795117355405143E-01, -9.398712511726587E-01,  5.971679395234501E-05,  1.567283533836480E-02, -6.512782166883894E-03, -1.189007760282525E-07,
2461651.500000000, A.D. 2027-Sep-03 00:00:00.0000,      69.182608,  9.475497835949643E-01, -3.465762360420114E-01,  1.898156171278031E-05,  5.629139163109078E-03,  1.610037018234169E-02, -6.861113189968853E-07,
2461747.500000000, A.D. 2027-Dec-08 00:00:00.0000,      69.183258,  2.506346675098650E-01,  9.527425851771648E-01, -6.498131470433352E-05, -1.691705624086270E-02,  4.305968791062555E-03, -4.440758627754514E-07,
2461843.500000000, A.D. 2028-Mar-13 00:00:00.0000,      69.185538, -9.854874956096062E-01,  1.289863695017461E-01,  3.592419546293903E-07, -2.514921442934314E-03, -1.711664327000008E-02,  1.275791866567006E-06,
2461939.500000000, A.D. 2028-Jun-17 00:00:00.0000,      69.184473, -7.190065066285786E-02, -1.013421239142128E+00,  6.382523830410389E-05,  1.688332782271625E-02, -1.287806127120763E-03, -5.967314443238024E-08,
2462035.500000000, A.D. 2028-Sep-21 00:00:00.0000,      69.182393,  1.003484484602216E+00, -3.255929090731265E-02, -1.406020125812324E-06,  2.746771461694272E-04,  1.713832968363928E-02, -1.210284155916921E-06,
2462131.500000000, A.D. 2028-Dec-26 00:00:00.0000,      69.183773, -7.434129259473522E-02,  9.806707811762363E-01, -6.750199384254625E-05, -1.743172029891850E-02, -1.369931980683908E-03,  3.551111611040508E-07,
2462227.500000000, A.D. 2029-Apr-01 00:00:00.0000,      69.185650, -9.803428552730040E-01, -1.930901029661365E-01,  2.078356134412705E-05,  3.040684326443981E-03, -1.693819814875663E-02,  8.061665730476953E-07,
2462323.500000000, A.D. 2029-Jul-06 00:00:00.0000,      69.183954,  2.428295659878977E-01, -9.872883501185064E-01,  6.277241368205653E-05,  1.643065760310621E-02,  4.040026338584322E-03,  4.370466040443856E-10,
2462419.500000000, A.D. 2029-Oct-10 00:00:00.0000,      69.182343,  9.572480358687533E-01,  2.846727352769328E-01, -2.292375420063649E-05, -5.189446130190364E-03,  1.643216700796818E-02, -1.585725898958236E-06,
2462515.500000000, A.D. 2030-Jan-14 00:00:00.0000,      69.184307, -3.911557796945863E-01,  9.024428246064553E-01, -6.107943915130511E-05, -1.606021828742091E-02, -6.910280114010706E-03,  1.070950723915828E-06,
2462611.500000000, A.D. 2030-Apr-20 00:00:00.0000,      69.185593, -8.738246981766349E-01, -4.953466314792820E-01,  4.102378703358625E-05,  8.198805328280271E-03, -1.502731066584894E-02,  3.483057361903818E-07,
2462707.500000000, A.D. 2030-Jul-25 00:00:00.0000,      69.183444,  5.338614029246130E-01, -8.642181392845111E-01,  5.630677633878043E-05,  1.436264586748393E-02,  8.973760894378506E-03, -1.157157781389369E-07,
2462803.500000000, A.D. 2030-Oct-29 00:00:00.0000,      69.182462,  8.120254402483391E-01,  5.723959485185819E-01, -4.461974744986639E-05, -1.019914872137703E-02,  1.400048959917415E-02, -1.616092766162462E-06,
2462899.500000000, A.D. 2031-Feb-02 00:00:00.0000,      69.184811, -6.656557828693025E-01,  7.265370687511057E-01, -4.678302903360304E-05, -1.295932691016506E-02, -1.168886994267978E-02,  1.489720246768979E-06,
2462995.500000000, A.D. 2031-May-09 00:00:00.0000,      69.185378, -6.784166499520035E-01, -7.472822520573218E-01,  5.553304253826254E-05,  1.245125189424337E-02, -1.162694475678543E-02,  6.940470334152694E-08,
2463091.500000000, A.D. 2031-Aug-13 00:00:00.0000,      69.182982,  7.722175273628731E-01, -6.561725612531152E-01,  4.301792842517857E-05,  1.086655195787295E-02,  1.304462798663128E-02, -4.634728287780182E-07,
2463187.500000000, A.D. 2031-Nov-17 00:00:00.0000,      69.182742,  5.814972808197603E-01,  7.998638997670878E-01, -6.333784756635708E-05, -1.420381200730321E-02,  1.005275717650646E-02, -1.200874347448034E-06,
2463283.500000000, A.D. 2032-Feb-21 00:00:00.0000,      69.185234, -8.686036447867547E-01,  4.723514357786581E-01, -2.611051687804471E-05, -8.493518647430576E-03, -1.517843509351900E-02,  1.543605876355894E-06,
2463379.500000000, A.D. 2032-May-27 00:00:00.0000,      69.185023, -4.149426874092941E-01, -9.243354123668703E-01,  6.761789193209402E-05,  1.540778303762587E-02, -7.110452659363871E-03,  5.717202002537204E-09,
2463475.500000000, A.D. 2032-Aug-31 00:00:00.0000,      69.182622,  9.339829826270248E-01, -3.831162381961150E-01,  2.410900403835820E-05,  6.255474751977410E-03,  1.585404721024378E-02, -9.942685477346453E-07,
2463571.500000000, A.D. 2032-Dec-05 00:00:00.0000,      69.183159,  2.891182096608704E-01,  9.421286468997223E-01, -7.319468600373042E-05, -1.673500708164688E-02,  4.980987051649721E-03, -4.432285880779723E-07,
2463667.500000000, A.D. 2033-Mar-11 00:00:00.0000,      69.185522, -9.789837845932258E-01,  1.678869097571553E-01, -1.872297576482469E-06, -3.182388306975882E-03, -1.701917919460111E-02,  1.271802878982342E-06,
2463763.500000000, A.D. 2033-Jun-15 00:00:00.0000,      69.184568, -1.102595939148640E-01, -1.009700640294915E+00,  7.488675782666957E-05,  1.681623494563840E-02, -1.934609999650260E-03,  4.739023361219924E-08,
2463859.500000000, A.D. 2033-Sep-19 00:00:00.0000,      69.182407,  1.002132546122328E+00, -7.160600964050982E-02,  1.030822907462718E-07,  9.523667764783684E-04,  1.709964172044842E-02, -1.543575799629902E-06,
2463955.500000000, A.D. 2033-Dec-24 00:00:00.0000,      69.183664, -3.435726741762859E-02,  9.830519205266300E-01, -7.814769103872285E-05, -1.747950523499858E-02, -6.696611897879294E-04,  4.355595166730189E-07,
2464051.500000000, A.D. 2034-Mar-30 00:00:00.0000,      69.185649, -9.864668183039920E-01, -1.543096093267191E-01,  2.229998511926967E-05,  2.384107441559848E-03, -1.705854523322774E-02,  8.931341406333841E-07,
2464147.500000000, A.D. 2034-Jul-04 00:00:00.0000,      69.184063,  2.053245710279414E-01, -9.957057553557032E-01,  7.381626914147758E-05,  1.656482352894036E-02,  3.405112501626751E-03,  3.262370071600584E-08,
2464243.500000000, A.D. 2034-Oct-08 00:00:00.0000,      69.182350,  9.683874406574996E-01,  2.470098228774323E-01, -2.653859259239661E-05, -4.527742464839970E-03,  1.661125939158514E-02, -1.842414487899736E-06,
2464339.500000000, A.D. 2035-Jan-12 00:00:00.0000,      69.184206, -3.541107406116474E-01,  9.175328446163977E-01, -7.355911747034876E-05, -1.633478389775047E-02, -6.265125009702288E-03,  1.198919619649787E-06,
2464435.500000000, A.D. 2035-Apr-18 00:00:00.0000,      69.185611, -8.918131081312504E-01, -4.607420522362610E-01,  4.489105735809217E-05,  7.620155400706746E-03, -1.534462442382794E-02,  5.684741832880045E-07,
2464531.500000000, A.D. 2035-Jul-23 00:00:00.0000,      69.183550,  5.007641530157959E-01, -8.840023600324880E-01,  6.895330618031793E-05,  1.468585437257333E-02,  8.408482038049586E-03, -1.652311942190632E-07,
2464627.500000000, A.D. 2035-Oct-27 00:00:00.0000,      69.182461,  8.346777860097288E-01,  5.399853856912401E-01, -5.130748058022004E-05, -9.623190462672546E-03,  1.438666255953187E-02, -1.771559651255452E-06,
2464723.500000000, A.D. 2036-Jan-31 00:00:00.0000,      69.184727, -6.355175795673681E-01,  7.527077715907207E-01, -5.796710945795802E-05, -1.342784332314655E-02, -1.117015159592855E-02,  1.638050694135415E-06,
2464819.500000000, A.D. 2036-May-06 00:00:00.0000,      69.185405, -7.063228510191393E-01, -7.201860148539648E-01,  6.380321244260210E-05,  1.200445118691488E-02, -1.210481083099410E-02,  3.706159385231150E-07,
2464915.500000000, A.D. 2036-Aug-10 00:00:00.0000,      69.183079,  7.468460162495083E-01, -6.853547747905165E-01,  5.486403565740429E-05,  1.135144836038288E-02,  1.260461911827163E-02, -6.105992345838895E-07,
2465011.500000000, A.D. 2036-Nov-14 00:00:00.0000,      69.182739,  6.134139874187322E-01,  7.763304308898733E-01, -7.150725419251910E-05, -1.377916540162170E-02,  1.060855927669332E-02, -1.248566450510878E-06,
2465107.500000000, A.D. 2037-Feb-18 00:00:00.0000,      69.185168, -8.485359319711334E-01,  5.067505889421836E-01, -3.575340590728686E-05, -9.101075311052108E-03, -1.484185962517495E-02,  1.685610167019087E-06,
2465203.500000000, A.D. 2037-May-25 00:00:00.0000,      69.185054, -4.498347910420744E-01, -9.073680555367235E-01,  7.730978033247876E-05,  1.513364604490798E-02, -7.699103870529365E-03,  3.232476949586027E-07,
2465299.500000000, A.D. 2037-Aug-29 00:00:00.0000,      69.182702,  9.189883664729012E-01, -4.188842180283900E-01,  3.300574106993059E-05,  6.857511240426317E-03,  1.558369127708875E-02, -1.191860698602796E-06,
2465395.500000000, A.D. 2037-Dec-03 00:00:00.0000,      69.183149,  3.270371627334037E-01,  9.300459146820651E-01, -8.394102059733917E-05, -1.651219269287886E-02,  5.649073505598058E-03, -4.112285785939318E-07,
2465491.500000000, A.D. 2038-Mar-09 00:00:00.0000,      69.185477, -9.709741636320272E-01,  2.066779237653972E-01, -7.615671865051995E-06, -3.859178108542074E-03, -1.689881101256552E-02,  1.447366135702762E-06,
2465587.500000000, A.D. 2038-Jun-13 00:00:00.0000,      69.184605, -1.485126015767635E-01, -1.004532930048496E+00,  8.546787941588659E-05,  1.673683892920806E-02, -2.574733290801101E-03,  2.951026199762148E-07,
2465683.500000000, A.D. 2038-Sep-17 00:00:00.0000,      69.182455,  9.991776202828644E-01, -1.105042386448600E-01,  4.573621985580991E-06,  1.615349411740120E-03,  1.702934949873794E-02, -1.748546619449100E-06,
2465779.500000000, A.D. 2038-Dec-22 00:00:00.0000,      69.183645,  5.564800534195111E-03,  9.837729163937315E-01, -8.805171952373908E-05, -1.748785541945923E-02,  3.760851310957399E-05,  5.301117389795646E-07,
2465875.500000000, A.D. 2039-Mar-28 00:00:00.0000,      69.185634, -9.911905373867465E-01, -1.152541999594939E-01,  2.014530841544798E-05,  1.711623885658601E-03, -1.715971276858607E-02,  1.049991707783945E-06,
2465971.500000000, A.D. 2039-Jul-02 00:00:00.0000,      69.184091,  1.673764713735663E-01, -1.002764866271016E+00,  8.495366562903968E-05,  1.668488906145326E-02,  2.772479960997607E-03,  1.754660983663410E-07,
2466067.500000000, A.D. 2039-Oct-06 00:00:00.0000,      69.182361,  9.779108186857199E-01,  2.089252791059602E-01, -2.764516498005248E-05, -3.869198984031950E-03,  1.675599208837810E-02, -2.040189018262869E-06,
2466163.500000000, A.D. 2040-Jan-10 00:00:00.0000,      69.184187, -3.165829920661424E-01,  9.310607100127113E-01, -8.203259659069708E-05, -1.657418428155254E-02, -5.599382092742129E-03,  1.315136060290864E-06,
2466259.500000000, A.D. 2040-Apr-15 00:00:00.0000,      69.185619, -9.086156857155843E-01, -4.253581958128774E-01,  4.778351764828890E-05,  7.020122504616599E-03, -1.564969742791602E-02,  7.322909665910906E-07,
2466355.500000000, A.D. 2040-Jul-20 00:00:00.0000,      69.183563,  4.668042787949312E-01, -9.025776635567752E-01,  7.806554188315584E-05,  1.499504020585499E-02,  7.841969465032976E-03, -2.013023352678310E-07,
2466451.500000000, A.D. 2040-Oct-24 00:00:00.0000,      69.182441,  8.558951632734612E-01,  5.067446270974421E-01, -5.640953871818711E-05, -9.038639503169988E-03,  1.473790492090146E-02, -1.869382531540244E-06,
2466547.500000000, A.D. 2041-Jan-28 00:00:00.0000,      69.184708, -6.043921810248454E-01,  7.775697865962783E-01, -6.484989053140325E-05, -1.387012147757920E-02, -1.062098808953769E-02,  1.717710142798634E-06,
2466643.500000000, A.D. 2041-May-04 00:00:00.0000,      69.185433, -7.332340177622080E-01, -6.920283124123758E-01,  7.192737246868447E-05,  1.153615101552252E-02, -1.257763321278865E-02,  5.840029003379308E-07,
2466739.500000000, A.D. 2041-Aug-08 00:00:00.0000,      69.183083,  7.204084048364765E-01, -7.135929923152368E-01,  6.329723353384298E-05,  1.182084970214674E-02,  1.215910437020839E-02, -8.168050382555819E-07,
2466835.500000000, A.D. 2041-Nov-12 00:00:00.0000,      69.182686,  6.442955336498771E-01,  7.515242678334977E-01, -8.135285585426799E-05, -1.333420108035255E-02,  1.113367667778320E-02, -1.289672910447755E-06,
2466931.500000000, A.D. 2042-Feb-16 00:00:00.0000,      69.185151, -8.270709996029321E-01,  5.402120159115095E-01, -4.212024308667356E-05, -9.694403703847424E-03, -1.446921263159557E-02,  1.768968458208642E-06,
2467027.500000000, A.D. 2042-May-23 00:00:00.0000,      69.185108, -4.840035361055888E-01, -8.891670237919368E-01,  8.830127867922329E-05,  1.483836622147728E-02, -8.288823171471841E-03,  5.345352921031254E-07,
2467123.500000000, A.D. 2042-Aug-27 00:00:00.0000,      69.182691,  9.027069287045572E-01, -4.541097399541691E-01,  3.871766398926125E-05,  7.445354642969323E-03,  1.530253685125040E-02, -1.502690405612654E-06,
2467219.500000000, A.D. 2042-Dec-01 00:00:00.0000,      69.183065,  3.643912029712370E-01,  9.163647329976656E-01, -9.742229922705542E-05, -1.626071841472981E-02,  6.294792284918204E-03, -3.995810412551227E-07,
2467315.500000000, A.D. 2043-Mar-07 00:00:00.0000,      69.185480, -9.614073390455602E-01,  2.449748862847325E-01, -1.379884567028101E-05, -4.534335292437455E-03, -1.673950247211757E-02,  1.543713609127376E-06,
2467411.500000000, A.D. 2043-Jun-11 00:00:00.0000,      69.184674, -1.865669482258478E-01, -9.979935061198771E-01,  9.931111630504961E-05,  1.663757949785133E-02, -3.222784932580184E-03,  5.075613489249727E-07,
2467507.500000000, A.D. 2043-Sep-15 00:00:00.0000,      69.182425,  9.947597391732982E-01, -1.493440419265430E-01,  9.659197335842623E-06,  2.268650421511964E-03,  1.694445506234909E-02, -2.089410936987481E-06,
2467603.500000000, A.D. 2043-Dec-20 00:00:00.0000,      69.183548,  4.543237242947686E-02,  9.828075146520440E-01, -1.006725806710796E-04, -1.746132892701982E-02,  7.339874192670416E-04,  5.654571095462421E-07,
2467699.500000000, A.D. 2044-Mar-25 00:00:00.0000,      69.185654, -9.943232000564006E-01, -7.608801392585772E-02,  1.760569912401088E-05,  1.027561590060343E-03, -1.722406685224278E-02,  1.205034832550377E-06,
2467795.500000000, A.D. 2044-Jun-29 00:00:00.0000,      69.184170,  1.291796115451553E-01, -1.008403736799489E+00,  1.004566013623188E-04,  1.678955651653358E-02,  2.127236071528617E-03,  2.777471360166025E-07,
2467891.500000000, A.D. 2044-Oct-03 00:00:00.0000,      69.182323,  9.860076396864198E-01,  1.705403935174880E-01, -2.453456490142959E-05, -3.215559206555867E-03,  1.688232274311793E-02, -2.297659074280254E-06,
2467987.500000000, A.D. 2045-Jan-07 00:00:00.0000,      69.184084, -2.784867689763059E-01,  9.430429801193065E-01, -9.351607426756622E-05, -1.677657231231474E-02, -4.931315547206524E-03,  1.314336056149438E-06,
2468083.500000000, A.D. 2045-Apr-13 00:00:00.0000,      69.185653, -9.239275269373470E-01, -3.893067497921190E-01,  4.736517985479217E-05,  6.397778777597356E-03, -1.592533987934680E-02,  9.630486356432536E-07,
2468179.500000000, A.D. 2045-Jul-18 00:00:00.0000,      69.183654,  4.322787439112118E-01, -9.198152820570705E-01,  9.152972708930109E-05,  1.529323454228844E-02,  7.259948869332233E-03, -2.281752244818196E-07,
